"Year","Women median weekly earnings","Women workers (thousands)","Men median weekly earnings","Men workers (thousands)","Occupation","Type1","Type2","Type3"
2013,,19,716,78,"Farmers, ranchers, and other agricultural managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2013,,38,1328,376,"Construction managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2013,1130,450,1543,248,"Education administrators","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2013,,13,1898,104,"Architectural and engineering managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2013,620,335,801,381,"Food service managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2013,,3,,1,"Funeral service managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2013,,4,,12,"Gaming managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2013,858,53,,45,"Lodging managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2013,1224,375,1412,154,"Medical and health services managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2013,,4,,8,"Natural sciences managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2013,,17,,13,"Postmasters and mail superintendents","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2013,784,198,1068,161,"Property, real estate, and community association managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2013,1004,185,1150,94,"Social and community service managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2013,,3,,6,"Emergency management directors","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2013,1105,905,1399,1527,"Managers, all other","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2013,,18,,20,"Agents and business managers of artists, performers, and athletes","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,,5,,11,"Buyers and purchasing agents, farm products","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,930,88,871,71,"Wholesale and retail buyers, except farm products","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,912,151,1116,112,"Purchasing agents, except wholesale, retail, and farm products","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,838,195,1144,104,"Claims adjusters, appraisers, examiners, and investigators","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,1081,99,1170,83,"Compliance officers","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,,13,1071,89,"Cost estimators","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,958,366,1139,131,"Human resources workers","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,1010,59,,14,"Compensation, benefits, and job analysis specialists","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,979,62,,47,"Training and development specialists","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,,33,1045,58,"Logisticians","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,1319,229,1614,318,"Management analysts","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,901,80,,15,"Meeting, convention, and event planners","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,1084,58,,22,"Fundraisers","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,967,110,1171,80,"Market research analysts and marketing specialists","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,899,110,1226,69,"Business operations specialists, all other","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,1029,945,1268,571,"Accountants and auditors","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,,27,,33,"Appraisers and assessors of real estate","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,,26,,31,"Budget analysts","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,,19,,12,"Credit analysts","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,,33,1757,56,"Financial analysts","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,1149,72,1565,215,"Personal financial advisors","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,879,61,,37,"Insurance underwriters","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,,6,,4,"Financial examiners","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,864,208,1162,152,"Credit counselors and loan officers","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,,43,,19,"Tax examiners and collectors, and revenue agents","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,,34,,22,"Tax preparers","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,,49,,38,"Financial specialists, all other","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2013,,3,,12,"Computer and information research scientists","Management, professional, and related occupations","Professional and related occupations","Computer and mathematical occupations"
2013,1216,158,1455,285,"Computer systems analysts","Management, professional, and related occupations","Professional and related occupations","Computer and mathematical occupations"
2013,,10,,43,"Information security analysts","Management, professional, and related occupations","Professional and related occupations","Computer and mathematical occupations"
2013,1162,106,1428,332,"Computer programmers","Management, professional, and related occupations","Professional and related occupations","Computer and mathematical occupations"
2013,1370,209,1737,844,"Software developers, applications and systems software","Management, professional, and related occupations","Professional and related occupations","Computer and mathematical occupations"
2013,937,53,1157,84,"Web developers","Management, professional, and related occupations","Professional and related occupations","Computer and mathematical occupations"
2013,901,134,1019,340,"Computer support specialists","Management, professional, and related occupations","Professional and related occupations","Computer and mathematical occupations"
2013,,30,1563,65,"Database administrators","Management, professional, and related occupations","Professional and related occupations","Computer and mathematical occupations"
2013,,37,1252,173,"Network and computer systems administrators","Management, professional, and related occupations","Professional and related occupations","Computer and mathematical occupations"
2013,,9,1593,122,"Computer network architects","Management, professional, and related occupations","Professional and related occupations","Computer and mathematical occupations"
2013,1176,81,1136,277,"Computer occupations, all other","Management, professional, and related occupations","Professional and related occupations","Computer and mathematical occupations"
2013,,9,,17,"Actuaries","Management, professional, and related occupations","Professional and related occupations","Computer and mathematical occupations"
2013,,0,,2,"Mathematicians","Management, professional, and related occupations","Professional and related occupations","Computer and mathematical occupations"
2013,1313,63,1569,56,"Operations research analysts","Management, professional, and related occupations","Professional and related occupations","Computer and mathematical occupations"
2013,,23,,42,"Statisticians","Management, professional, and related occupations","Professional and related occupations","Computer and mathematical occupations"
2013,,1,,0,"Miscellaneous mathematical science occupations","Management, professional, and related occupations","Professional and related occupations","Computer and mathematical occupations"
2013,,30,1347,88,"Architects, except naval","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,,9,,22,"Surveyors, cartographers, and photogrammetrists","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,,13,1873,124,"Aerospace engineers","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,,0,,3,"Agricultural engineers","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,,2,,9,"Biomedical engineers","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,,8,,48,"Chemical engineers","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,,36,1417,288,"Civil engineers","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,,10,1544,82,"Computer hardware engineers","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,,21,1514,247,"Electrical and electronics engineers","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,,6,,22,"Environmental engineers","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,,30,1417,151,"Industrial engineers, including health and safety","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,,0,,12,"Marine engineers and naval architects","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,,7,,36,"Materials engineers","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,,24,1554,273,"Mechanical engineers","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,,2,,13,"Mining and geological engineers, including mining safety engineers","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,,0,,4,"Nuclear engineers","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,,2,,33,"Petroleum engineers","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,,48,1561,322,"Engineers, all other","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,,20,991,85,"Drafters","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,934,59,1027,302,"Engineering technicians, except drafters","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,,5,,43,"Surveying and mapping technicians","Management, professional, and related occupations","Professional and related occupations","Architecture and engineering occupations"
2013,,12,,19,"Agricultural and food scientists","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,1104,53,1233,54,"Biological scientists","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,,5,,23,"Conservation scientists and foresters","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,1142,73,1430,58,"Medical scientists","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,,0,,1,"Life scientists, all other","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,,1,,13,"Astronomers and physicists","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,,2,,9,"Atmospheric and space scientists","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,,42,1380,68,"Chemists and materials scientists","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,,18,1392,58,"Environmental scientists and geoscientists","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,,44,1597,88,"Physical scientists, all other","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,,14,,15,"Economists","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,,1,,0,"Survey researchers","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,1178,69,,27,"Psychologists","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,,3,,2,"Sociologists","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,,7,,12,"Urban and regional planners","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,,18,,22,"Miscellaneous social scientists and related workers","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,,12,,12,"Agricultural and food science technicians","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,,8,,9,"Biological technicians","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,,21,,41,"Chemical technicians","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,,5,,18,"Geological and petroleum technicians","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,,1,,0,"Nuclear technicians","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,,1,,2,"Social science research assistants","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,,47,911,59,"Miscellaneous life, physical, and social science technicians","Management, professional, and related occupations","Professional and related occupations","Life, physical, and social science occupations"
2013,884,391,889,178,"Counselors","Management, professional, and related occupations","Professional and related occupations","Community and social service occupations"
2013,818,507,978,129,"Social workers","Management, professional, and related occupations","Professional and related occupations","Community and social service occupations"
2013,,43,927,62,"Probation officers and correctional treatment specialists","Management, professional, and related occupations","Professional and related occupations","Community and social service occupations"
2013,641,68,,34,"Social and human service assistants","Management, professional, and related occupations","Professional and related occupations","Community and social service occupations"
2013,740,64,,19,"Miscellaneous community and social service specialists, including health educators and community health workers","Management, professional, and related occupations","Professional and related occupations","Community and social service occupations"
2013,,47,968,296,"Clergy","Management, professional, and related occupations","Professional and related occupations","Community and social service occupations"
2013,,21,,20,"Directors, religious activities and education","Management, professional, and related occupations","Professional and related occupations","Community and social service occupations"
2013,,17,,17,"Religious workers, all other","Management, professional, and related occupations","Professional and related occupations","Community and social service occupations"
2013,1566,247,1986,463,"Lawyers","Management, professional, and related occupations","Professional and related occupations","Legal occupations"
2013,,6,,3,"Judicial law clerks","Management, professional, and related occupations","Professional and related occupations","Legal occupations"
2013,,19,,30,"Judges, magistrates, and other judicial workers","Management, professional, and related occupations","Professional and related occupations","Legal occupations"
2013,825,287,923,50,"Paralegals and legal assistants","Management, professional, and related occupations","Professional and related occupations","Legal occupations"
2013,787,148,1013,51,"Miscellaneous legal support workers","Management, professional, and related occupations","Professional and related occupations","Legal occupations"
2013,1100,424,1338,469,"Postsecondary teachers","Management, professional, and related occupations","Professional and related occupations","Education, training, and library occupations"
2013,624,484,,12,"Preschool and kindergarten teachers","Management, professional, and related occupations","Professional and related occupations","Education, training, and library occupations"
2013,937,2138,1025,531,"Elementary and middle school teachers","Management, professional, and related occupations","Professional and related occupations","Education, training, and library occupations"
2013,986,529,1093,427,"Secondary school teachers","Management, professional, and related occupations","Professional and related occupations","Education, training, and library occupations"
2013,944,271,977,65,"Special education teachers","Management, professional, and related occupations","Professional and related occupations","Education, training, and library occupations"
2013,729,187,1055,149,"Other teachers and instructors","Management, professional, and related occupations","Professional and related occupations","Education, training, and library occupations"
2013,,20,,13,"Archivists, curators, and museum technicians","Management, professional, and related occupations","Professional and related occupations","Education, training, and library occupations"
2013,905,121,,28,"Librarians","Management, professional, and related occupations","Professional and related occupations","Education, training, and library occupations"
2013,,14,,4,"Library technicians","Management, professional, and related occupations","Professional and related occupations","Education, training, and library occupations"
2013,475,501,501,70,"Teacher assistants","Management, professional, and related occupations","Professional and related occupations","Education, training, and library occupations"
2013,992,91,,39,"Other education, training, and library workers","Management, professional, and related occupations","Professional and related occupations","Education, training, and library occupations"
2013,,25,,38,"Artists and related workers","Management, professional, and related occupations","Professional and related occupations","Arts, design, entertainment, sports, and media occupations"
2013,866,244,1095,270,"Designers","Management, professional, and related occupations","Professional and related occupations","Arts, design, entertainment, sports, and media occupations"
2013,,10,,8,"Actors","Management, professional, and related occupations","Professional and related occupations","Arts, design, entertainment, sports, and media occupations"
2013,,38,1331,66,"Producers and directors","Management, professional, and related occupations","Professional and related occupations","Arts, design, entertainment, sports, and media occupations"
2013,,29,934,86,"Athletes, coaches, umpires, and related workers","Management, professional, and related occupations","Professional and related occupations","Arts, design, entertainment, sports, and media occupations"
2013,,1,,0,"Dancers and choreographers","Management, professional, and related occupations","Professional and related occupations","Arts, design, entertainment, sports, and media occupations"
2013,,13,,33,"Musicians, singers, and related workers","Management, professional, and related occupations","Professional and related occupations","Arts, design, entertainment, sports, and media occupations"
2013,,7,,2,"Entertainers and performers, sports and related workers, all other","Management, professional, and related occupations","Professional and related occupations","Arts, design, entertainment, sports, and media occupations"
2013,,6,,13,"Announcers","Management, professional, and related occupations","Professional and related occupations","Arts, design, entertainment, sports, and media occupations"
2013,,22,,46,"News analysts, reporters and correspondents","Management, professional, and related occupations","Professional and related occupations","Arts, design, entertainment, sports, and media occupations"
2013,921,68,,41,"Public relations specialists","Management, professional, and related occupations","Professional and related occupations","Arts, design, entertainment, sports, and media occupations"
2013,988,59,1239,53,"Editors","Management, professional, and related occupations","Professional and related occupations","Arts, design, entertainment, sports, and media occupations"
2013,,30,,27,"Technical writers","Management, professional, and related occupations","Professional and related occupations","Arts, design, entertainment, sports, and media occupations"
2013,,40,,39,"Writers and authors","Management, professional, and related occupations","Professional and related occupations","Arts, design, entertainment, sports, and media occupations"
2013,,24,,8,"Miscellaneous media and communication workers","Management, professional, and related occupations","Professional and related occupations","Arts, design, entertainment, sports, and media occupations"
2013,,7,1029,61,"Broadcast and sound engineering technicians and radio operators","Management, professional, and related occupations","Professional and related occupations","Arts, design, entertainment, sports, and media occupations"
2013,,17,,31,"Photographers","Management, professional, and related occupations","Professional and related occupations","Arts, design, entertainment, sports, and media occupations"
2013,,6,,38,"Television, video, and motion picture camera operators and editors","Management, professional, and related occupations","Professional and related occupations","Arts, design, entertainment, sports, and media occupations"
2013,,0,,1,"Media and communication equipment workers, all other","Management, professional, and related occupations","Professional and related occupations","Arts, design, entertainment, sports, and media occupations"
2013,,1,,12,"Chiropractors","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,,18,,37,"Dentists","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,864,71,,10,"Dietitians and nutritionists","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,,2,,11,"Optometrists","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,1802,117,2092,98,"Pharmacists","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,1497,241,2087,426,"Physicians and surgeons","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,1491,67,,36,"Physician assistants","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,,3,,1,"Podiatrists","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,,7,,3,"Audiologists","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,1240,68,,11,"Occupational therapists","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,1300,87,1457,74,"Physical therapists","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,,8,,4,"Radiation therapists","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,,8,,2,"Recreational therapists","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,1059,52,,44,"Respiratory therapists","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,1191,93,,5,"Speech-language pathologists","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,,3,,1,"Exercise physiologists","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,870,77,,19,"Therapists, all other","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,,23,,18,"Veterinarians","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,1086,2023,1236,254,"Registered nurses","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,,14,,7,"Nurse anesthetists","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,,3,,0,"Nurse midwives","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,1539,91,,11,"Nurse practitioners","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,,6,,1,"Health diagnosing and treating practitioners, all other","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,858,226,980,81,"Clinical laboratory technologists and technicians","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,1011,80,,2,"Dental hygienists","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,909,195,959,92,"Diagnostic related technologists and technicians","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,785,58,832,82,"Emergency medical technicians and paramedics","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,613,337,664,78,"Health practitioner support technologists and technicians","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,732,404,,40,"Licensed practical and licensed vocational nurses","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,595,72,,6,"Medical records and health information technicians","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,,25,,13,"Opticians, dispensing","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,782,73,,41,"Miscellaneous health technologists and technicians","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2013,,31,,37,"Other healthcare practitioners and technical occupations","Management, professional, and related occupations","Professional and related occupations","Healthcare practitioners and technical occupations"
2014,1572,283,2246,795,"Chief executives","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,1136,256,1350,587,"General and operations managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,,10,,6,"Legislators","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,,27,,20,"Advertising and promotions managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,1150,372,1624,451,"Marketing and sales managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,,41,,28,"Public relations and fundraising managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,,48,1165,66,"Administrative services managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,1529,169,1763,453,"Computer and information systems managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,1127,606,1671,527,"Financial managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,,12,,3,"Compensation and benefits managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,1300,178,1827,56,"Human resources managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,,20,,19,"Training and development managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,,42,1383,220,"Industrial production managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,1276,77,1366,103,"Purchasing managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,836,51,1014,188,"Transportation, storage, and distribution managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,,15,818,91,"Farmers, ranchers, and other agricultural managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,,33,1332,395,"Construction managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,1171,451,1439,279,"Education administrators","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,,7,1975,103,"Architectural and engineering managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,595,342,806,398,"Food service managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,,4,,3,"Funeral service managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,,8,,8,"Gaming managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,809,60,,47,"Lodging managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,1215,388,1448,153,"Medical and health services managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,,10,,8,"Natural sciences managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,,17,,11,"Postmasters and mail superintendents","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,865,218,976,167,"Property, real estate, and community association managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,978,207,1142,125,"Social and community service managers","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,,1,,5,"Emergency management directors","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,1153,983,1412,1626,"Managers, all other","Management, professional, and related occupations","Management, business, and financial operations occupations","Management occupations"
2014,,14,,22,"Agents and business managers of artists, performers, and athletes","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,,6,,7,"Buyers and purchasing agents, farm products","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,806,74,970,69,"Wholesale and retail buyers, except farm products","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,897,139,1054,105,"Purchasing agents, except wholesale, retail, and farm products","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,908,175,1093,110,"Claims adjusters, appraisers, examiners, and investigators","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,1092,108,1237,118,"Compliance officers","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,,12,1074,85,"Cost estimators","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,912,403,1257,147,"Human resources workers","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,,49,,17,"Compensation, benefits, and job analysis specialists","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,955,65,1280,53,"Training and development specialists","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,,39,,43,"Logisticians","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,1239,229,1665,322,"Management analysts","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,981,88,,20,"Meeting, convention, and event planners","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,1013,51,,21,"Fundraisers","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,1002,134,1269,85,"Market research analysts and marketing specialists","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,944,99,1229,74,"Business operations specialists, all other","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,999,910,1236,526,"Accountants and auditors","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,,24,,27,"Appraisers and assessors of real estate","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,,23,,21,"Budget analysts","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,,13,,11,"Credit analysts","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,1224,93,1493,133,"Financial analysts","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,1004,134,1637,201,"Personal financial advisors","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,1003,64,,42,"Insurance underwriters","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,,8,,8,"Financial examiners","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
2014,915,161,1188,108,"Credit counselors and loan officers","Management, professional, and related occupations","Management, business, and financial operations occupations","Business and financial operations occupations"
